,Pubmed accesion code number 1,Locus
5269,[''],MH647481
5270,[''],MH647480
5271,[''],MH647479
5272,[''],MH647478
5273,[''],MH647477
5274,[''],MH647476
5275,[''],MH647475
5276,[''],MH647474
5277,[''],MH647473
5278,[''],MH647472
5279,[''],MH647471
5280,[''],MH647470
5281,[''],MH647469
5282,[''],MH647468
5283,[''],MH647467
5284,[''],MH647466
5285,[''],MH647465
5286,[''],MH647464
5287,[''],MH647463
5288,[''],MH647462
5289,[''],MH647461
5290,[''],MH647460
5291,[''],MH647459
5292,[''],MH647458
5293,[''],MH647457
5294,[''],MH647456
5295,[''],MH647455
5296,[''],MH647454
5297,[''],MH647453
5298,[''],MH647452
5299,[''],MH647451
5300,[''],MH647450
5301,[''],MH647449
5302,[''],MH647448
5303,[''],MH647447
5304,[''],MH647446
5305,[''],MH647445
5306,[''],MH647444
5307,[''],MH647443
5308,[''],MH647442
5309,[''],MH647441
5310,[''],MH647440
5311,[''],MH647439
5312,[''],MH647438
5313,[''],MH647437
5314,[''],MH647436
5315,[''],MH647435
5316,[''],MH647434
5317,[''],MH647433
5318,[''],MH647432
5319,[''],MH647431
5320,[''],MH647430
5321,[''],MH647429
5322,[''],MH647428
5323,[''],MH647427
5324,[''],MH647426
5325,[''],MH647425
5326,[''],MH647424
5327,[''],MH647423
5328,[''],MH647422
5329,[''],MH647421
5330,[''],MH647420
5331,[''],MH647419
5332,[''],MH647418
5333,[''],MH647417
5334,[''],MH647416
5335,[''],MH647415
5336,[''],MH647414
5337,[''],MH647413
5338,[''],MH647412
5339,[''],MH647411
5340,[''],MH647410
5341,[''],MH647409
5342,[''],MH647408
5343,[''],MH647407
5344,[''],MH647406
5345,[''],MH647405
5346,[''],MH647404
5347,[''],MH647403
5348,[''],MH647402
5349,[''],MH647401
5350,[''],MH647400
5351,[''],MH647399
5352,[''],MH647398
5353,[''],MH647397
5354,[''],MH647396
5355,[''],MH647395
5356,[''],MH647394
5357,[''],MH647393
5358,[''],MH647392
5359,[''],MH647391
5360,[''],MH647390
5361,[''],MH647389
5362,[''],MH647388
5363,[''],MH647387
5364,[''],MH647386
5365,[''],MH647385
5366,[''],MH647384
5367,[''],MH647383
5368,[''],MH647382
5369,[''],MH647381
5370,[''],MH647380
5371,[''],MH647379
5372,[''],MH647378
5373,[''],MH647377
5374,[''],MH647376
5375,[''],MH647375
5376,[''],MH647374
5377,[''],MH647373
5378,[''],MH647372
5379,[''],MH647371
5380,[''],MH647370
5381,[''],MH647369
5382,[''],MH647368
5383,[''],MH647367
5384,[''],MH647366
5385,[''],MH647365
5386,[''],MH647364
5387,[''],MH647363
5388,[''],MH647362
5389,[''],MH647361
5390,[''],MH647360
5391,[''],MH647359
5392,[''],MH647358
5393,[''],MH647357
5394,[''],MH647356
5395,[''],MH647355
5396,[''],MH647354
5397,[''],MH647353
5398,[''],MH647352
5399,[''],MH647351
5400,[''],MH647350
5401,[''],MH647349
5402,[''],MH647348
5403,[''],MH647347
5404,[''],MH647346
5405,[''],MH647345
5406,[''],MH647344
5407,[''],MH647343
5408,[''],MH647342
5409,[''],MH647341
5410,[''],MH647340
5411,[''],MH647339
5412,[''],MH647338
5413,[''],MH647337
5414,[''],MH647336
5415,[''],MH647335
5416,[''],MH647334
5417,[''],MH647333
5418,[''],MH647332
5419,[''],MH647331
5420,[''],MH647330
5421,[''],MH647329
5422,[''],MH647328
5423,[''],MH647327
5424,[''],MH647326
5425,[''],MH647325
5426,[''],MH647324
5427,[''],MH647323
5428,[''],MH647322
5429,[''],MH647321
5430,[''],MH647320
5431,[''],MH647319
5432,[''],MH647318
5433,[''],MH647317
5434,[''],MH647316
5435,[''],MH647315
5436,[''],MH647314
5437,[''],MH647313
5438,[''],MH647312
5439,[''],MH647311
5440,[''],MH647310
5441,[''],MH647309
5442,[''],MH647308
5443,[''],MH647307
5444,[''],MH647306
5445,[''],MH647305
5446,[''],MH647304
5447,[''],MH647303
5448,[''],MH647302
5449,[''],MH647301
5450,[''],MH647300
5451,[''],MH647299
5452,[''],MH647298
5453,[''],MH647297
5454,[''],MH647296
5455,[''],MH647295
5456,[''],MH647294
5457,[''],MH647293
5458,[''],MH647292
5459,[''],MH647291
5460,[''],MH647290
5461,[''],MH647289
5462,[''],MH647288
5463,[''],MH647287
5464,[''],MH647286
5465,[''],MH647285
5466,[''],MH647284
5467,[''],MH647283
5468,[''],MH647282
5469,[''],MH647281
5470,[''],MH647280
5471,[''],MH647279
5472,[''],MH647278
5473,[''],MH647277
5474,[''],MH647276
5475,[''],MH647275
5476,[''],MH647274
5477,[''],MH647273
5478,[''],MH647272
5479,[''],MH647271
5480,[''],MH647270
5481,[''],MH647269
5482,[''],MH647268
5483,[''],MH647267
5484,[''],MH647266
5485,[''],MH647265
5486,[''],MH647264
5487,[''],MH647263
5488,[''],MH647262
5489,[''],MH647261
5490,[''],MH647260
5491,[''],MH647259
5492,[''],MH647258
5493,[''],MH647257
5494,[''],MH647256
5495,[''],MH647255
5496,[''],MH647254
5497,[''],MH647253
5498,[''],MH647252
5499,[''],MH647251
5500,[''],MH647250
5501,[''],MH647249
5502,[''],MH647248
5503,[''],MH647247
5504,[''],MH647246
5505,[''],MH647245
5506,[''],MH647244
5507,[''],MH647243
5508,[''],MH647242
5509,[''],MH647241
5510,[''],MH647240
5511,[''],MH647239
5512,[''],MH647238
5513,[''],MH647237
5514,[''],MH647236
5515,[''],MH647235
5516,[''],MH647234
5517,[''],MH647233
5518,[''],MH647232
5519,[''],MH647231
5520,[''],MH647230
5521,[''],MH647229
5522,[''],MH647228
5523,[''],MH647227
5524,[''],MH647226
5525,[''],MH647225
5526,[''],MH647224
5527,[''],MH647223
5528,[''],MH647222
5529,[''],MH647221
5530,[''],MH647220
5531,[''],MH647219
5532,[''],KX262991
5533,[''],MN462662
5534,[''],MN462661
5535,[''],MN462660
5536,[''],MN462659
5537,[''],MN462658
5538,[''],MN462657
5539,[''],MN462656
5540,[''],MN462655
5541,[''],MN462654
5542,[''],MN462653
5543,[''],MN462652
5544,[''],MN462651
5545,[''],MN462650
5546,[''],MN462649
5547,[''],MN462648
5548,[''],MN462647
5549,[''],MN462646
5550,[''],MN462645
5551,[''],MN462644
5552,[''],MN462643
5553,[''],MN462642
5554,[''],MN462641
5555,[''],MN462640
5556,[''],MN462639
5557,[''],MN462638
5558,[''],MT228633
5559,[''],MT228632
5560,[''],MT228631
5561,[''],MT185940
5562,[''],MN428527
5563,[''],MN428526
5564,[''],MN428525
5565,[''],MN428524
5566,[''],MN428523
5567,[''],MN428522
5568,[''],MN428521
5569,[''],MN428520
5570,[''],MN428519
5571,[''],MN428518
5572,[''],MN428517
5573,[''],MN428516
5574,[''],MN428515
5575,[''],MN428514
5576,[''],MN428513
5577,[''],MN428512
5578,[''],MN428511
5579,[''],MN428510
5580,[''],MN428509
5581,[''],MN428508
5582,[''],MN428507
5583,[''],MN428506
5584,[''],MN428505
5585,[''],MN428504
5586,[''],MN783353
5587,[''],MN783352
5588,[''],MN756625
5589,[''],MN752698
5590,[''],MN752697
5591,[''],MN752696
5592,[''],MN752695
5593,[''],MN871975
5594,[''],MN871974
5595,[''],MN871973
5596,[''],MN871972
5597,[''],MN871971
5598,[''],MN871970
5599,[''],MN871969
5600,[''],MN871968
5601,[''],MN871967
5602,[''],MN871966
5603,[''],MN871965
5604,[''],MN871964
5605,[''],MN871963
5606,[''],MN871962
5607,[''],MN871961
5608,[''],MN871960
5609,[''],MN871959
5610,[''],MN871958
5611,[''],MN871957
5612,[''],MN871956
5613,[''],MK993757
5614,[''],MK993756
5615,[''],MK993755
5616,['32265004'],MN047314
5617,[''],MT199217
5618,['31817553'],MK518395
5619,[''],GQ870312
5620,[''],GQ870311
5621,[''],GQ870310
5622,[''],GQ870309
5623,[''],GQ870308
5624,[''],GQ870307
5625,[''],GQ870306
5626,[''],GQ870305
5627,[''],GQ870304
5628,[''],GQ870303
5629,[''],GQ870302
5630,[''],GQ870301
5631,[''],GQ870300
5632,[''],GQ870299
5633,[''],GQ870298
5634,[''],GQ870297
5635,[''],GQ870296
5636,['19259263'],EU403052
5637,['17380093'],EU272130
5638,['17380093'],EU190884
5639,['17380093'],EU190881
5640,['17380093'],EU190879
5641,['18632966'],EU288003
5642,['18632966'],EU288002
5643,['18632966'],EU288001
5644,['18632966'],EU288000
5645,['18632966'],EU287999
5646,['18632966'],EU287998
5647,['18632966'],EU287997
5648,['18632966'],EU287996
5649,['18632966'],EU287995
5650,['18632966'],EU287994
5651,[''],EU404186
5652,['19174303'],EU244646
5653,[''],EU350536
5654,[''],EU350535
5655,[''],EU350534
5656,[''],EU350533
5657,[''],EU350532
5658,['17380093'],EU272131
5659,['18632966'],EU170527
5660,['18632966'],EU170526
5661,['18632966'],EU170525
5662,['18632966'],EU170524
5663,['18632966'],EU170523
5664,['17380093'],EU190883
5665,['17380093'],EU190882
5666,['17380093'],EU190880
5667,['17380093'],EU188923
5668,[''],EF674332
5669,[''],EF674331
5670,[''],EF674330
5671,[''],EF674329
5672,[''],EF674328
5673,[''],EF674327
5674,[''],EF674326
5675,[''],EF674325
5676,[''],EF674324
5677,[''],EF674323
5678,[''],EF674322
5679,[''],EF674321
5680,[''],EF674320
5681,[''],EF674319
5682,[''],EF674318
5683,[''],LR792670
5684,[''],MN432879
5685,[''],MN191618
5686,[''],MN191617
5687,[''],MN191616
5688,[''],MN191615
5689,[''],MN191614
5690,[''],MN191613
5691,[''],MN191612
5692,[''],MN191611
5693,[''],MN191610
5694,[''],MN191609
5695,[''],MN191608
5696,[''],MN191607
5697,[''],MN191606
5698,[''],MN191605
5699,[''],MN191604
5700,[''],MN191603
5701,[''],MN191602
5702,[''],MN191601
5703,[''],MN191600
5704,[''],MN191599
5705,[''],MN158171
5706,[''],MH000706
5707,[''],MH000705
5708,[''],MH000704
5709,[''],MH000703
5710,[''],MH000702
5711,[''],MH000701
5712,[''],MH000700
5713,[''],MK355076
5714,[''],MN080498
5715,[''],MN075150
5716,[''],MN075149
5717,[''],MN022239
5718,[''],MN022238
5719,[''],MN022237
5720,[''],MN022236
5721,[''],MN022235
5722,[''],MN022234
5723,[''],MN022233
5724,[''],MN022232
5725,[''],MN022231
5726,[''],MN022230
5727,[''],MN022229
5728,[''],MN022228
5729,[''],MN022227
5730,[''],MN022226
5731,[''],MN053051
5732,[''],MN053050
5733,[''],MN053049
5734,[''],MN053048
5735,[''],MN053047
5736,[''],MN053046
5737,[''],MK370033
5738,[''],MK370032
5739,[''],MK370031
5740,[''],MK370030
5741,[''],MK775711
5742,[''],MK286899
5743,[''],MK286898
5744,[''],MK286897
5745,[''],MK286896
5746,[''],MK286895
5747,[''],MK286894
5748,[''],MK286893
5749,['31914137'],MK159127
5750,['31914137'],MK159126
5751,['31914137'],MK159125
5752,['31914137'],MK159124
5753,['31914137'],MK159123
5754,[''],MH746785
5755,[''],MH746784
5756,[''],MH746783
5757,[''],MH746782
5758,[''],MK992771
5759,[''],MH124583
5760,[''],MH124582
5761,[''],MH124581
5762,[''],MH124580
5763,[''],MH124579
5764,[''],MH124578
5765,[''],MH124577
5766,[''],MH124576
5767,[''],MH124575
5768,[''],MH124574
5769,[''],MH124573
5770,[''],MH124572
5771,[''],MH124571
5772,[''],MH124570
5773,[''],MK972836
5774,[''],MK972835
5775,[''],MK972834
5776,[''],MK972833
5777,[''],MK972832
5778,[''],MK156064
5779,[''],MK156063
5780,[''],MK156062
5781,[''],MK156061
5782,[''],MK156060
5783,[''],MK156059
5784,[''],MK156058
5785,[''],MK156057
5786,[''],MK156056
5787,[''],MK156055
5788,[''],MK156054
5789,[''],MK156053
5790,[''],LS453285
5791,['17380093'],EU188924
5792,[''],AF438162
5793,[''],MH455340
5794,[''],MH455337
5795,[''],MH455336
5796,[''],MH455335
5797,[''],MH455334
5798,[''],MH455344
5799,[''],MH455343
5800,[''],MH455342
5801,[''],MH455341
5802,[''],MH455339
5803,[''],MH455338
5804,[''],MH455333
5805,[''],MN630017
5806,[''],MK468802
5807,[''],MK468801
5808,[''],MK829138
5809,[''],MK829137
5810,[''],MN271692
5811,[''],MN271691
5812,[''],MK580153
5813,[''],MK580152
5814,[''],MK580151
5815,[''],MK580150
5816,[''],MK580149
5817,[''],MK580148
5818,[''],MK580147
5819,[''],MK580146
5820,[''],MK580145
5821,[''],MK580144
5822,[''],MK580143
5823,[''],MK580142
5824,[''],MK580141
5825,[''],MK580140
5826,[''],MK580139
5827,[''],MK580138
5828,[''],MK580137
5829,[''],MK580136
5830,[''],MK935344
5831,[''],MK935343
5832,[''],MK434300
5833,[''],MK434299
5834,[''],MK434298
5835,[''],MK434297
5836,[''],MK434296
5837,[''],MK434295
5838,[''],MK434294
5839,[''],MK434293
5840,[''],MK434292
5841,[''],MK434291
5842,[''],MK434290
5843,[''],MK434289
5844,[''],MK434288
5845,[''],MK434287
5846,[''],MK434286
5847,[''],MK434285
5848,[''],LC488387
5849,['30666947'],LC364269
5850,['30666947'],LC364268
5851,['30666947'],LC364267
5852,['30666947'],LC364266
5853,[''],MK848202
5854,['31096054'],MK715490
5855,['31096054'],MK715489
5856,['31096054'],MK690206
5857,[''],MK086029
5858,[''],MK244656
5859,[''],MK244655
5860,[''],MK244654
5861,[''],MK244653
5862,[''],MK244652
5863,[''],MK244651
5864,[''],MK244650
5865,[''],MK244649
5866,[''],MK244648
5867,[''],MK244647
5868,[''],MK244646
5869,[''],MK244645
5870,[''],MK244644
5871,[''],MK244643
5872,[''],MK244642
5873,[''],MK244641
5874,[''],MK244640
5875,[''],MK244639
5876,[''],MK244638
5877,[''],MK244637
5878,[''],MK244636
5879,[''],MK244635
5880,[''],MK244634
5881,[''],MK244633
5882,[''],MK244632
5883,[''],MK473640
5884,[''],MK473639
5885,[''],MK473638
5886,[''],MK473637
5887,[''],MK473636
5888,[''],MK473635
5889,[''],MK473634
5890,[''],MK473633
5891,[''],MK473632
5892,[''],MK473631
5893,[''],MK473630
5894,[''],MK473629
5895,[''],MK473628
5896,[''],MK473627
5897,[''],MK473626
5898,[''],MK473625
5899,[''],MK473624
5900,[''],MK473623
5901,[''],MK473622
5902,[''],MK473621
5903,[''],MG934551
5904,[''],MG934550
5905,[''],MG934549
5906,[''],MG934548
5907,[''],MG934547
5908,[''],MG934546
5909,[''],MG967271
5910,[''],MG967270
5911,[''],MG967269
5912,[''],MG967268
5913,[''],MG967267
5914,[''],MG967266
5915,[''],MG967265
5916,[''],MG967264
5917,[''],MG967263
5918,[''],MG967262
5919,[''],MG967261
5920,[''],MG967260
5921,[''],MG967259
5922,[''],MG967258
5923,[''],MG967257
5924,[''],MG967256
5925,[''],MG967255
5926,[''],MG967254
5927,[''],MG967253
5928,[''],MG967252
5929,[''],MG967251
5930,[''],MG967250
5931,[''],MG967249
5932,[''],MG967248
5933,[''],MH500037
5934,[''],MH500036
5935,[''],MH500035
5936,[''],MH500034
5937,[''],MH500033
5938,[''],MH500032
5939,[''],MH444779
5940,[''],MH444778
5941,[''],MH444777
5942,[''],MH444776
5943,[''],MH444775
5944,[''],MH444774
5945,[''],MH444773
5946,[''],MH444772
5947,[''],MH444771
5948,[''],MH444770
5949,[''],MH444769
5950,[''],MG271974
5951,[''],MG271973
5952,[''],MG271972
5953,[''],MG271971
5954,[''],MG271970
5955,[''],MG912993
5956,['30073419'],MH358395
5957,['30073419'],MH347346
5958,['30073419'],MH347345
5959,['30073419'],MH347344
5960,['30073419'],MH347343
5961,['30073419'],MH347342
5962,['30073419'],MH347341
5963,['30073419'],MH347340
5964,[''],MG902911
5965,[''],MG902910
5966,[''],MG902909
5967,[''],MG902908
5968,[''],MG902907
5969,[''],MG902906
5970,[''],MG902905
5971,[''],MG902904
5972,[''],MG902903
5973,[''],MG902902
5974,[''],MG902901
5975,[''],MG902900
5976,[''],MG902899
5977,[''],MG902898
5978,[''],MG902897
5979,[''],MG902896
5980,[''],MG902895
5981,[''],MG902894
5982,[''],MG516711
5983,[''],MG516710
5984,[''],MG516709
5985,[''],MF573011
5986,[''],MF573010
5987,[''],MF573009
5988,[''],MF573008
5989,[''],MF573007
5990,[''],MF573006
5991,[''],MF573005
5992,[''],MF573004
5993,[''],MF573003
5994,[''],MF573002
5995,[''],MF573001
5996,['29986778'],MF774608
5997,['29986778'],MF774607
5998,['29986778'],MF774606
5999,['29986778'],MF774605
6000,['29986778'],MF774604
6001,['29986778'],MF774603
6002,['29986778'],MF774602
6003,['29986778'],MF774601
6004,['29986778'],MF774600
6005,['29986778'],MF774599
6006,['29986778'],MF774598
6007,[''],KY741552
6008,[''],KY741551
6009,[''],KY741550
6010,[''],KY741549
6011,[''],KY741548
6012,[''],KY741547
6013,[''],KY741546
6014,[''],KY741545
6015,[''],KY741544
6016,['29285673'],MF740874
6017,['29285673'],MF740881
6018,['29285673'],MF740880
6019,['29285673'],MF740879
6020,['29285673'],MF740878
6021,['29285673'],MF740877
6022,['29285673'],MF740876
6023,['29285673'],MF740875
6024,[''],MF346359
6025,[''],MF346358
6026,[''],MF346357
6027,[''],MF346356
6028,[''],MF374501
6029,[''],MG925665
6030,['26679829'],KT175541
6031,['26679829'],KT175540
6032,['26679829'],KT175539
6033,[''],KY646000
6034,[''],KY645999
6035,[''],LC259094
6036,[''],LC259093
6037,[''],LC259092
6038,[''],LC259091
6039,[''],LC259090
6040,[''],LC259089
6041,[''],LC259088
6042,[''],LC259087
6043,[''],LC259086
6044,[''],LC259085
6045,[''],LC259084
6046,[''],LC259083
6047,[''],LC259082
6048,[''],KY421925
6049,[''],MG280943
6050,['29016291'],KX097988
6051,['29016291'],KX097986
6052,['29016291'],KX097982
6053,['29016291'],KX097987
6054,['29016291'],KX097985
6055,['29016291'],KX097984
6056,['29016291'],KX097983
6057,['29016291'],KX097981
6058,[''],MG049915
6059,[''],MF988058
6060,[''],MF988057
6061,[''],MF988056
6062,[''],MF407264
6063,[''],KX757069
6064,[''],LT908478
6065,[''],LT908477
6066,[''],LT908476
6067,['28927458'],KY883764
6068,[''],MF580946
6069,[''],MF503628
6070,[''],MF499120
6071,[''],KY771103
6072,['25541718'],KP003813
6073,[''],KX352216
6074,[''],KX352215
6075,[''],KX352214
6076,[''],KX352213
6077,['28719300'],KY131440
6078,['28719300'],KY131439
6079,['28719300'],KY131438
6080,['28719300'],KY131437
6081,[''],KY885027
6082,[''],KY885026
6083,[''],KY885025
6084,[''],KY885024
6085,[''],KY885023
6086,[''],KY885022
6087,[''],MF001519
6088,[''],MF001518
6089,[''],MF001517
6090,[''],MF001516
6091,[''],MF001515
6092,[''],MF001514
6093,[''],MF001513
6094,[''],MF001512
6095,[''],MF001511
6096,[''],MF001510
6097,[''],MF001509
6098,[''],MF001508
6099,[''],MF001507
6100,[''],MF001506
6101,[''],MF001505
6102,[''],KY704002
6103,[''],KY704001
6104,[''],KY704000
6105,[''],KY703999
6106,[''],KY703998
6107,[''],KY703997
6108,[''],KY703996
6109,[''],KY703995
6110,[''],KY703994
6111,[''],KY703993
6112,[''],KY703992
6113,[''],KY703991
6114,[''],KY703990
6115,[''],KY703989
6116,[''],KY703988
6117,[''],KY703987
6118,[''],KY703986
6119,[''],KY703985
6120,[''],KY703984
6121,[''],KY703983
6122,[''],KY703982
6123,[''],KY703981
6124,[''],KY703980
6125,[''],KY703979
6126,[''],KY703978
6127,[''],KY703977
6128,[''],KY703976
6129,[''],KY703975
6130,[''],KY703974
6131,[''],KY703973
6132,[''],KY703972
6133,[''],KY703971
6134,[''],KY703970
6135,[''],KY703969
6136,[''],KY703968
6137,[''],KY703967
6138,[''],KY703966
6139,[''],KY703965
6140,[''],KY703964
6141,[''],KY703963
6142,[''],KY703962
6143,[''],KY703961
6144,[''],KY703960
6145,[''],KY703959
6146,[''],KY703958
6147,[''],KY703957
6148,[''],KY703956
6149,[''],KY703955
6150,[''],KY703954
6151,[''],KY703953
6152,[''],KY703952
6153,[''],KY703951
6154,[''],KY703950
6155,[''],KY703949
6156,[''],KY703948
6157,[''],KY703947
6158,[''],KY703946
6159,[''],KY703945
6160,[''],KY703944
6161,[''],KY703943
6162,[''],KY703942
6163,[''],KY703941
6164,[''],KY703940
6165,[''],KY703939
6166,[''],KY703938
6167,[''],KY703937
6168,[''],KY703936
6169,[''],KY703935
6170,[''],KY703934
6171,[''],KY703933
6172,[''],KY703932
6173,[''],KY703931
6174,[''],KY703930
6175,[''],KY703929
6176,[''],KY703928
6177,[''],KY703927
6178,[''],KY703926
6179,[''],KY703925
6180,[''],KY703924
6181,[''],KY703923
6182,[''],KY703922
6183,[''],KY703921
6184,[''],KY703920
6185,[''],KY703919
6186,[''],KY703918
6187,[''],KY703917
6188,[''],KY703916
6189,[''],KY703915
6190,[''],KY703914
6191,[''],KY703913
6192,[''],KY703912
6193,[''],KY703911
6194,[''],KY703910
6195,[''],KY703909
6196,[''],KY703908
6197,[''],KY703907
6198,[''],KY703906
6199,[''],KY703905
6200,[''],KY703904
6201,[''],KY703903
6202,[''],KY703902
6203,[''],KY703901
6204,[''],KY703900
6205,[''],KY703899
6206,[''],KY703898
6207,[''],KY703897
6208,[''],KY703896
6209,[''],KY703895
6210,[''],KY703894
6211,[''],KY703893
6212,[''],KY703892
6213,[''],KY703891
6214,[''],KY703890
6215,[''],KY703889
6216,[''],KY703888
6217,[''],KY680414
6218,[''],KY680413
6219,[''],KY680412
6220,[''],KY680411
6221,[''],KY680410
6222,[''],KY680409
6223,[''],KY680408
6224,[''],KY680407
6225,[''],KY680406
6226,[''],KY680405
6227,[''],KY680404
6228,[''],KY680403
6229,[''],KY680402
6230,[''],KY680401
6231,[''],KY680400
6232,[''],KY680399
6233,[''],KY680398
6234,[''],KY680397
6235,[''],KY680396
6236,[''],KY680395
6237,[''],KY680394
6238,[''],KY680393
6239,[''],KY680392
6240,[''],KY680391
6241,[''],KY680390
6242,[''],KY680389
6243,[''],KY680388
6244,[''],KY680387
6245,[''],KY680386
6246,[''],KY680385
6247,[''],KY680384
6248,[''],KY680383
6249,[''],KY680382
6250,[''],KY680381
6251,[''],KY680380
6252,[''],KY680379
6253,[''],KY680378
6254,[''],KY680377
6255,[''],KY680376
6256,[''],KY680375
6257,[''],KY680374
6258,[''],KY680373
6259,[''],KY680372
6260,[''],KY680371
6261,[''],KY680370
6262,[''],KY680369
6263,[''],KY680368
6264,[''],KY680367
6265,[''],KY680366
6266,[''],KY680365
6267,[''],KY680364
6268,[''],KY680363
6269,[''],KY680362
6270,[''],KY680361
6271,[''],KY680360
6272,[''],KY680359
6273,[''],KY680358
6274,[''],KY680357
6275,[''],KY680356
6276,[''],KY680355
6277,[''],KY680354
6278,[''],KY680353
6279,[''],KY680352
6280,[''],KY680351
6281,[''],KY680350
6282,[''],KY680349
6283,[''],KY680348
6284,[''],KY680347
6285,[''],KY575574
6286,[''],KY575573
6287,[''],KY575572
6288,[''],KY575571
6289,[''],KY575570
6290,[''],KY575569
6291,[''],KY575568
6292,[''],KY575567
6293,[''],KY575566
6294,[''],KY575565
6295,['28302072'],LN879501
6296,['28302072'],LN879500
6297,[''],KU365374
6298,[''],KU365371
6299,[''],KU365370
6300,[''],KU365369
6301,[''],KU365368
6302,[''],KU365367
6303,[''],KU365366
6304,['27533717'],LC146714
6305,['28254965'],KY038947
6306,['28254965'],KY038946
6307,[''],KY315508
6308,[''],KY315507
6309,[''],KY315506
6310,[''],KY315505
6311,['28030537'],KY272970
6312,['28030537'],KY272969
6313,['28030537'],KY272968
6314,['28030537'],KY272967
6315,['28030537'],KY272966
6316,['28030537'],KY272965
6317,['28030537'],KY272964
6318,['28030537'],KY272963
6319,['28030537'],KY272962
6320,['28030537'],KY272961
6321,[''],KX296741
6322,['27767914'],KX296740
6323,['27767914'],KX296739
6324,['27767914'],KX296738
6325,['27767914'],KX296737
6326,['27767914'],KX296736
6327,['27767914'],KX296735
6328,[''],KY415985
6329,[''],KY415984
6330,[''],KY415983
6331,[''],KY415982
6332,[''],KY415981
6333,[''],KY415980
6334,[''],KY415979
6335,[''],KY415978
6336,[''],KU196268
6337,[''],KU196267
6338,[''],KU196266
6339,[''],KU196265
6340,[''],KU196264
6341,[''],KU196263
6342,[''],KU196262
6343,[''],KU196261
6344,[''],KU196260
6345,[''],KU196259
6346,[''],KX398673
6347,[''],KX262997
6348,[''],KX262996
6349,[''],KX262995
6350,[''],KX262994
6351,[''],KX262993
6352,[''],KX262992
6353,[''],KX262990
6354,[''],KX262989
6355,[''],KX262988
6356,[''],KX262987
6357,[''],KX262986
6358,[''],KU951123
6359,[''],KU951122
6360,[''],KU951121
6361,[''],KU951120
6362,[''],KU951119
6363,[''],KU951118
6364,[''],KU951117
6365,[''],KU951116
6366,[''],KU951115
6367,[''],KU951114
6368,[''],KU951113
6369,[''],KU951112
6370,[''],KU727181
6371,[''],KU727180
6372,[''],KU727179
6373,[''],KU727178
6374,[''],KU727177
6375,[''],KU727176
6376,[''],KU727175
6377,[''],KU727174
6378,[''],KU727173
6379,[''],KU727172
6380,[''],KU727171
6381,[''],KU727170
6382,[''],KU727169
6383,[''],KU727168
6384,[''],EU886198
6385,[''],DQ520793
6386,[''],DQ520792
6387,[''],DQ520791
6388,[''],DQ520790
6389,[''],DQ520789
6390,[''],DQ520788
6391,[''],DQ520787
6392,[''],DQ520786
6393,[''],DQ520785
6394,[''],DQ520784
6395,[''],DQ520783
6396,[''],DQ520782
6397,[''],DQ520781
6398,[''],DQ520780
6399,[''],DQ520779
6400,[''],DQ520778
6401,[''],DQ520777
6402,[''],DQ520776
6403,[''],DQ520775
6404,[''],DQ520774
6405,[''],DQ520773
6406,[''],DQ520772
6407,[''],DQ520771
6408,[''],DQ520770
6409,[''],DQ520769
6410,[''],DQ520768
6411,[''],DQ520767
6412,[''],DQ520766
6413,[''],DQ520765
6414,[''],DQ520764
6415,[''],DQ520763
6416,[''],DQ520762
6417,[''],DQ520761
6418,[''],DQ520760
6419,[''],DQ520759
6420,[''],DQ520758
6421,[''],DQ520757
6422,[''],DQ520756
6423,[''],DQ520755
6424,['17176577'],DQ520754
6425,['17176577'],DQ520753
6426,['17176577'],DQ520752
6427,['17176577'],DQ520751
6428,['17176577'],DQ520750
6429,['17176577'],DQ520749
6430,['17176577'],DQ520748
6431,['17176577'],DQ520747
6432,['17176577'],DQ520746
6433,['17176577'],DQ520745
6434,['17176577'],DQ520744
6435,['17176577'],DQ520743
6436,['17176577'],DQ520742
6437,['17176577'],DQ520741
6438,['17176577'],DQ520740
6439,['17176577'],DQ520739
6440,['17176577'],DQ520738
6441,['17176577'],DQ520737
6442,['17176577'],DQ520736
6443,['17176577'],DQ520735
6444,['17176577'],DQ520734
6445,[''],DQ469931
6446,[''],DQ489788
6447,[''],DQ489787
6448,['10644846'],AF192908
6449,['10644846'],AF192907
6450,['10644846'],AF192906
6451,['10644846'],AF192905
6452,['10644846'],AF192904
6453,['10644846'],AF192903
6454,['10644846'],AF192902
6455,['10644846'],AF192901
6456,['10644846'],AF192900
6457,['10644846'],AF192899
6458,['10644846'],AF192898
6459,['10644846'],AF192897
6460,['10644846'],AF192896
6461,['10644846'],AF192895
6462,['10644846'],AF192894
6463,['10644846'],AF192893
6464,['10644846'],AF192892
6465,['10644846'],AF192891
6466,['9430533'],CVU94597
6467,[''],JF950648
6468,[''],JF950647
6469,[''],JF950646
6470,[''],JF950645
6471,[''],JF950644
6472,[''],JF950643
6473,[''],JF950642
6474,[''],JF950641
6475,[''],JF950640
6476,[''],JF950639
6477,[''],JF950638
6478,[''],JF950637
6479,[''],JF950636
6480,[''],JF950635
6481,[''],JF950634
6482,[''],JF950633
6483,[''],JF950632
6484,[''],JF950631
6485,[''],JF950630
6486,[''],JF950629
6487,[''],JF950628
6488,[''],JF950627
6489,[''],JF950626
6490,[''],JF950625
6491,[''],JF950624
